TITLE = "B00001"
VARIABLES = "position", "position(2)", "Vx", "Vy"
ZONE T="Frame 0", I=102, J=78
-31.125955 105.683858 0.000000 0.000000
-29.195667 105.683858 10.263697 0.161005
-27.265379 105.683858 9.904161 0.276697
-25.335091 105.683858 9.473374 0.174716
-23.404803 105.683858 9.271850 0.016730
-21.474515 105.683858 9.804296 -0.054916
-19.544227 105.683858 9.821124 -0.138414
-17.613939 105.683858 9.890893 0.060351
-15.683651 105.683858 9.797359 0.638945
-13.753363 105.683858 0.000000 0.000000
-11.823075 105.683858 0.000000 0.000000
-9.892787 105.683858 0.000000 0.000000
-7.962499 105.683858 0.000000 0.000000
-6.032211 105.683858 0.000000 0.000000
-4.101923 105.683858 0.000000 0.000000
-2.171635 105.683858 0.000000 0.000000
-0.241347 105.683858 0.000000 0.000000
1.688940 105.683858 0.000000 0.000000
3.619228 105.683858 0.000000 0.000000
5.549516 105.683858 0.000000 0.000000
7.479804 105.683858 0.000000 0.000000
9.410092 105.683858 9.603427 0.246082
11.340380 105.683858 9.480465 0.465442
13.270668 105.683858 9.571383 0.323950
15.200956 105.683858 9.629144 0.274308
17.131244 105.683858 9.568489 0.456534
19.061532 105.683858 9.591065 0.264116
20.991820 105.683858 9.757474 0.213032
22.922108 105.683858 10.128777 0.450542
24.852396 105.683858 10.082794 0.420665
26.782684 105.683858 9.490234 0.524394
28.712972 105.683858 9.571141 0.712403
30.643260 105.683858 9.873859 0.419882
32.573548 105.683858 9.893286 0.466829
34.503836 105.683858 10.101764 0.508176
36.434124 105.683858 9.710636 0.142233
38.364412 105.683858 9.055602 0.058645
40.294700 105.683858 9.723597 -0.138781
42.224988 105.683858 9.804448 0.006044
44.155276 105.683858 9.900481 0.357736
46.085563 105.683858 9.600772 0.645802
48.015851 105.683858 9.663277 0.278849
49.946139 105.683858 9.653649 0.160842
51.876427 105.683858 9.278631 0.276755
53.806715 105.683858 9.696081 0.366378
55.737003 105.683858 9.878332 0.519784
57.667291 105.683858 9.713090 0.337412
59.597579 105.683858 9.947063 0.025688
61.527867 105.683858 10.363183 0.098609
63.458155 105.683858 10.122506 0.291106
65.388443 105.683858 9.943944 0.469257
67.318731 105.683858 9.988821 0.646345
69.249019 105.683858 9.994231 0.907137
71.179307 105.683858 9.727704 0.661221
73.109595 105.683858 9.591400 0.348017
75.039883 105.683858 10.128550 0.964017
76.970171 105.683858 9.774368 0.927735
78.900459 105.683858 9.133067 0.535510
80.830747 105.683858 9.601720 0.296618
82.761035 105.683858 0.000000 0.000000
84.691323 105.683858 0.000000 0.000000
86.621611 105.683858 0.000000 0.000000
88.551899 105.683858 0.000000 0.000000
90.482186 105.683858 0.000000 0.000000
92.412474 105.683858 0.000000 0.000000
94.342762 105.683858 10.079586 0.566725
96.273050 105.683858 9.874020 0.227589
98.203338 105.683858 9.889429 0.392015
100.133626 105.683858 9.908561 0.208884
102.063914 105.683858 9.975928 0.173122
103.994202 105.683858 10.053013 0.265681
105.924490 105.683858 9.977593 0.439609
107.854778 105.683858 9.551188 0.808924
109.785066 105.683858 9.618652 0.434060
111.715354 105.683858 9.845617 0.205509
113.645642 105.683858 9.685109 0.315252
115.575930 105.683858 9.492884 0.259740
117.506218 105.683858 9.597254 -0.150638
119.436506 105.683858 9.834594 0.223769
121.366794 105.683858 10.053492 0.697500
123.297082 105.683858 10.169713 0.566522
125.227370 105.683858 10.073338 0.542939
127.157658 105.683858 9.908740 0.323070
129.087946 105.683858 9.887492 0.064694
131.018234 105.683858 9.902473 0.179001
132.948522 105.683858 9.953553 0.257349
134.878810 105.683858 10.010695 0.217549
136.809097 105.683858 9.976289 0.207652
138.739385 105.683858 9.766135 0.353027
140.669673 105.683858 9.336457 0.475340
142.599961 105.683858 9.673375 0.509968
144.530249 105.683858 9.803642 0.419181
146.460537 105.683858 9.737437 0.267094
148.390825 105.683858 9.905173 0.074756
150.321113 105.683858 9.937821 0.326755
152.251401 105.683858 9.909234 0.437771
154.181689 105.683858 10.006835 0.301541
156.111977 105.683858 10.193804 0.303851
158.042265 105.683858 10.078239 0.090879
159.972553 105.683858 9.581131 0.124358
161.902841 105.683858 9.461064 0.193088
163.833129 105.683858 0.000000 0.000000
-31.125955 103.753570 10.145335 0.185758
-29.195667 103.753570 10.083982 0.190511
-27.265379 103.753570 9.765907 0.232967
-25.335091 103.753570 9.717107 0.155924
-23.404803 103.753570 9.791825 0.066009
-21.474515 103.753570 9.722519 -0.109663
-19.544227 103.753570 9.586097 -0.248427
-17.613939 103.753570 9.881468 0.056484
-15.683651 103.753570 9.847315 0.738629
-13.753363 103.753570 0.000000 0.000000
-11.823075 103.753570 0.000000 0.000000
-9.892787 103.753570 0.000000 0.000000
-7.962499 103.753570 0.000000 0.000000
-6.032211 103.753570 0.000000 0.000000
-4.101923 103.753570 0.000000 0.000000
-2.171635 103.753570 0.000000 0.000000
-0.241347 103.753570 0.000000 0.000000
1.688940 103.753570 0.000000 0.000000
3.619228 103.753570 0.000000 0.000000
5.549516 103.753570 0.000000 0.000000
7.479804 103.753570 0.000000 0.000000
9.410092 103.753570 9.918470 0.138256
11.340380 103.753570 9.754871 0.359438
13.270668 103.753570 9.689656 0.194789
15.200956 103.753570 9.770007 0.204758
17.131244 103.753570 9.635090 0.385527
19.061532 103.753570 9.569263 0.153273
20.991820 103.753570 9.818851 0.132225
22.922108 103.753570 10.101497 0.249656
24.852396 103.753570 10.129972 0.151831
26.782684 103.753570 9.812833 0.321487
28.712972 103.753570 9.845324 0.415354
30.643260 103.753570 9.796995 0.329158
32.573548 103.753570 9.687082 0.343588
34.503836 103.753570 9.946584 0.263108
36.434124 103.753570 10.038301 0.111032
38.364412 103.753570 9.711912 0.098817
40.294700 103.753570 9.743338 0.252055
42.224988 103.753570 9.777787 0.343632
44.155276 103.753570 9.721876 0.309636
46.085563 103.753570 9.582179 0.302624
48.015851 103.753570 9.746605 0.197992
49.946139 103.753570 9.590901 0.145940
51.876427 103.753570 9.511500 0.170669
53.806715 103.753570 9.703243 0.161536
55.737003 103.753570 9.752975 0.328826
57.667291 103.753570 9.674984 0.355920
59.597579 103.753570 9.505758 0.344129
61.527867 103.753570 10.357912 0.545348
63.458155 103.753570 10.085031 0.351045
65.388443 103.753570 10.029438 0.331252
67.318731 103.753570 10.031470 0.479022
69.249019 103.753570 9.946237 0.626870
71.179307 103.753570 9.576521 0.484492
73.109595 103.753570 9.507623 0.057084
75.039883 103.753570 9.863137 -0.049938
76.970171 103.753570 9.716018 0.665797
78.900459 103.753570 9.732390 0.475817
80.830747 103.753570 9.796116 0.202561
82.761035 103.753570 10.107004 0.500182
84.691323 103.753570 0.000000 0.000000
86.621611 103.753570 0.000000 0.000000
88.551899 103.753570 0.000000 0.000000
90.482186 103.753570 0.000000 0.000000
92.412474 103.753570 10.165934 0.712567
94.342762 103.753570 10.046739 0.443913
96.273050 103.753570 9.940801 0.175014
98.203338 103.753570 9.850592 0.301386
100.133626 103.753570 9.836349 0.293375
102.063914 103.753570 9.972280 0.269209
103.994202 103.753570 10.016928 0.443335
105.924490 103.753570 9.970923 0.439626
107.854778 103.753570 9.890164 0.093741
109.785066 103.753570 9.728120 0.162464
111.715354 103.753570 9.851211 0.197031
113.645642 103.753570 9.834980 0.317510
115.575930 103.753570 9.639088 0.380810
